=== SHEET 1: INPUT_PARAMETERS ===
Cell,Variable_Name,Capability,Default_Value,Origin_Copybook,Type
B298,"`1`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B299,"`CM-LOW-VOL-ADJ-LT-4000`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B300,"`CM-RURAL`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B301,"`(B-PAYER-ONLY-VC-Q8","Financial & Loan Calculation Engine",10,"Data","Parameter"
B302,"`(B-PAYER-ONLY-VC-QG-AMT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B303,"`H-FINAL-AMT-WITH-HDPA`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B304,"`SB-AGE-LT-13-HEMO-MODE`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B305,"`SB-BMI-LT-18-5`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B306,"`SB-RURAL`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B307,"`SB-GI-BLEED`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B308,"`COMORBID-CWF-RETURN-CODE`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B309,"`0.21`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B310,"`H-PYMT-AMT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B311,"`H-OUT-PAYMENT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B312,"`(B-THRU-CCYY","Financial & Loan Calculation Engine",10,"Data","Parameter"
B313,"`ADJ-AVG-MAP-AMT-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B314,"`FIX-DOLLAR-LOSS-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B315,"`LOSS-SHARING-PCT-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B316,"`WWD-MAX","Financial & Loan Calculation Engine",10,"Data","Parameter"
B317,"`COM-MAX-DATE","Financial & Loan Calculation Engine",10,"Data","Parameter"
B318,"`BUN-MAX-DATE","Financial & Loan Calculation Engine",10,"Data","Parameter"
B319,"`EB-AGE-LT-13-HEMO-MODE`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B320,"`1.000`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B321,"`CM-BMI-LT-18-5`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B322,"`1`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B323,"`CM-LOW-VOL-ADJ-LT-4000`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B324,"`CM-RURAL`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B325,"`(B-PAYER-ONLY-VC-Q8","Financial & Loan Calculation Engine",10,"Data","Parameter"
B326,"`(B-PAYER-ONLY-VC-QG-AMT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B327,"`H-FINAL-AMT-WITH-HDPA`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B328,"`SB-AGE-LT-13-HEMO-MODE`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B329,"`SB-BMI-LT-18-5`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B330,"`SB-RURAL`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B331,"`SB-GI-BLEED`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B332,"`COMORBID-CWF-RETURN-CODE`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B333,"`0.21`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B334,"`H-PYMT-AMT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B335,"`H-OUT-PAYMENT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B336,"`(B-THRU-CCYY","Financial & Loan Calculation Engine",10,"Data","Parameter"
B337,"`ADJ-AVG-MAP-AMT-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B338,"`FIX-DOLLAR-LOSS-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B339,"`LOSS-SHARING-PCT-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B340,"`H-BUN-BASE-WAGE-AMT`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B341,"`BASE-PAYMENT-RATE`","Financial & Loan Calculation Engine",5.5,"Data","Parameter"
B342,"`CR-BMI-LT-18-5`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B343,"`CR-AGE-LT-18`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B344,"`0.00`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B345,"`HOSP-BASED-PMT-RATE`","Financial & Loan Calculation Engine",5.5,"Data","Parameter"
B346,"`NAT-LABOR-PCT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B347,"`COM-CBSA-W-INDEX`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B348,"`NAT-NONLABOR-PCT","Financial & Loan Calculation Engine",10,"Data","Parameter"
B349,"`1.112`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B350,"`CASE-MIX-BDGT-NEUT-FACTOR","Financial & Loan Calculation Engine",10,"Data","Parameter"
B351,"`1.620`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B352,"`DRUG-ADDON`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B353,"`H-2008-WAGE-ADJ-PYMT`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B354,"`H-2007-WAGE-ADJ-PYMT`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B355,"`H-2006-WAGE-ADJ-PYMT`","Financial & Loan Calculation Engine",10,"Data","Parameter"
B356,"`W-NEW-RATE1-RECORD","Financial & Loan Calculation Engine",5.5,"Data","Parameter"

=== SHEET 2: BUSINESS_FORMULAS ===
Process_Name,Capability,Entry_Program,Lineage_Origin,COBOL_Raw_Formula,Excel_Formula,Guard_Condition
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","CAL-VERSION","CAL-VERSION","=CAL-VERSION","PRZYPISZ / USTAW WARTOŚĆ [CAL VERSION] DO POLA [PPS CALC VERS CD]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE1-RECORD","W-NEW-RATE1-RECORD","=W-NEW-RATE1-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE1 RECORD] DO POLA [PPS WAGE ADJ Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE1-RECORD","W-NEW-RATE1-RECORD","=W-NEW-RATE1-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE1 RECORD] DO POLA [MSA WAGE Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE2-RECORD","W-NEW-RATE2-RECORD","=W-NEW-RATE2-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE2 RECORD] DO POLA [PPS WAGE ADJ Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE2-RECORD","W-NEW-RATE2-RECORD","=W-NEW-RATE2-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE2 RECORD] DO POLA [MSA WAGE Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","52","52","=52","PRZYPISZ / USTAW WARTOŚĆ [52] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`PPS-WAGE-ADJ-RATE` <- `W-NEW-RATE1-RECORD [in BILLCPY]`","PPS-WAGE-ADJ-RATE","(W-NEW-RATE1-RECORD)","=(W-NEW-RATE1-RECORD)","PRZYPISZ / USTAW WARTOŚĆ [(W-NEW RATE1 RECORD)] DO POLA [MSA ADJ Rok Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","CASE-MIX-BDGT-NEUT-FACTOR","CASE-MIX-BDGT-NEUT-FACTOR","=CASE-MIX-BDGT-NEUT-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [CASE MIX BDGT NEUT FACTOR] DO POLA [PPS BDGT NEUT Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","DRUG-ADDON","DRUG-ADDON","=DRUG-ADDON","PRZYPISZ / USTAW WARTOŚĆ [DRUG ADDON] DO POLA [H-DRUG ADDON]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","53","53","=53","PRZYPISZ / USTAW WARTOŚĆ [53] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","54","54","=54","PRZYPISZ / USTAW WARTOŚĆ [54] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","55","55","=55","PRZYPISZ / USTAW WARTOŚĆ [55] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","56","56","=56","PRZYPISZ / USTAW WARTOŚĆ [56] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","57","57","=57","PRZYPISZ / USTAW WARTOŚĆ [57] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","58","58","=58","PRZYPISZ / USTAW WARTOŚĆ [58] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","71","71","=71","PRZYPISZ / USTAW WARTOŚĆ [71] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","72","72","=72","PRZYPISZ / USTAW WARTOŚĆ [72] DO POLA [PPS RTC]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","B-THRU-CCYY - B-DOB-CCYY.","B-THRU-CCYY - B-DOB-CCYY.","=B-THRU-CCYY - B-DOB-CCYY.","ODEJMIJ [THRU CCYY - B-DOB CCYY.] OD [B] -> ZAPISZ DO WYNIKU [H-PATIENT AGE]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-PATIENT-AGE` <- `(B-THRU-CCYY [in BILLCPY], B-DOB-CCYY [in BILLCPY])`","H-PATIENT-AGE - 1","(B-THRU-CCYY - B-DOB-CCYY.) - 1","=(B-THRU-CCYY - B-DOB-CCYY.) - 1","ODEJMIJ [THRU CCYY - B-DOB CCYY.) - 1] OD [(B] -> ZAPISZ DO WYNIKU [H-PATIENT AGE]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.620","1.620","=1.620","PRZYPISZ / USTAW WARTOŚĆ [1.620] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.223","1.223","=1.223","PRZYPISZ / USTAW WARTOŚĆ [1.223] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.055","1.055","=1.055","PRZYPISZ / USTAW WARTOŚĆ [1.055] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.094","1.094","=1.094","PRZYPISZ / USTAW WARTOŚĆ [1.094] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.174","1.174","=1.174","PRZYPISZ / USTAW WARTOŚĆ [1.174] DO POLA [H-AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`PPS-WAGE-ADJ-RATE` <- `W-NEW-RATE1-RECORD [in BILLCPY]`","PPS-WAGE-ADJ-RATE","(W-NEW-RATE1-RECORD)","=(W-NEW-RATE1-RECORD)","PRZYPISZ / USTAW WARTOŚĆ [(W-NEW RATE1 RECORD)] DO POLA [H-WAGE ADJ PYMT Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","=(.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))","POMNÓŻ [(.007184] PRZEZ [(B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))] -> ZAPISZ DO WYNIKU [H-BSA ROUNDED]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","=(B-PATIENT-WGT / (B-PATIENT-HGT ^ 2)) * 10000.","PODZIEL [(B-PATIENT WGT] PRZEZ [(B-PATIENT HGT ** 2)) * 10000.] -> ZAPISZ DO WYNIKU [H-BMI ROUNDED]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.037 ** ((H-BSA - 1.84) / .1)","1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)","=1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)","PODZIEL [1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84)] PRZEZ [.1)] -> ZAPISZ DO WYNIKU [H-BSA FACTOR ROUNDED]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-BSA FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.112","1.112","=1.112","PRZYPISZ / USTAW WARTOŚĆ [1.112] DO POLA [H-BMI FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-BMI FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-WAGE-ADJ-PYMT-AMT` <- `W-NEW-RATE1-RECORD [in BILLCPY]`<br>`H-BMI-FACTOR` <- `1.112`<br>`H-BSA-FACTOR` <- `1.000`<br>`PPS-BDGT-NEUT-RATE` <- `CASE-MIX-BDGT-NEUT-FACTOR [in BILLCPY]`<br>`H-AGE-FACTOR` <- `1.620`<br>`H-DRUG-ADDON` <- `DRUG-ADDON`","H-WAGE-ADJ-PYMT-AMT * H-BMI-FACTOR * H-BSA-FACTOR * PPS-BDGT-NEUT-RATE * H-AGE-FACTOR * H-DRUG-ADDON.","((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).","=((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).","PODZIEL [((W-NEW RATE1 RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84)] PRZEZ [.1)) * (CASE MIX BDGT NEUT FACTOR) * (1.620) * (DRUG ADDON).] -> ZAPISZ DO WYNIKU [H-PYMT Kwota ROUNDED]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","H-PYMT-AMT","(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).)","=(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).)","PRZYPISZ / USTAW WARTOŚĆ [(((W-NEW RATE1 RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84) / .1)) * (CASE MIX BDGT NEUT FACTOR) * (1.620) * (DRUG ADDON).)] DO POLA [CASE MIX FCTR ADJ Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","H-PYMT-AMT + HEMO-PERI-CCPD-AMT","(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) + HEMO-PERI-CCPD-AMT","=(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) + HEMO-PERI-CCPD-AMT","PODZIEL [(((W-NEW RATE1 RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84)] PRZEZ [.1)) * (CASE MIX BDGT NEUT FACTOR) * (1.620) * (DRUG ADDON).) + HEMO PERI CCPD Kwota] -> ZAPISZ DO WYNIKU [H-PYMT Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","HEMO-PERI-CCPD-AMT","HEMO-PERI-CCPD-AMT","=HEMO-PERI-CCPD-AMT","PRZYPISZ / USTAW WARTOŚĆ [HEMO PERI CCPD Kwota] DO POLA [BLOOD DOLLAR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","H-PYMT-AMT + CAPD-AMT","(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) + CAPD-AMT","=(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) + CAPD-AMT","PODZIEL [(((W-NEW RATE1 RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84)] PRZEZ [.1)) * (CASE MIX BDGT NEUT FACTOR) * (1.620) * (DRUG ADDON).) + CAPD Kwota] -> ZAPISZ DO WYNIKU [H-PYMT Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","CAPD-AMT","CAPD-AMT","=CAPD-AMT","PRZYPISZ / USTAW WARTOŚĆ [CAPD Kwota] DO POLA [BLOOD DOLLAR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","H-PYMT-AMT * CAPD-OR-CCPD-FACTOR","(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) * CAPD-OR-CCPD-FACTOR","=(((W-NEW-RATE1-RECORD)) * (1.112) * (1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1)) * (CASE-MIX-BDGT-NEUT-FACTOR) * (1.620) * (DRUG-ADDON).) * CAPD-OR-CCPD-FACTOR","PODZIEL [(((W-NEW RATE1 RECORD)) * (1.112) * (1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84)] PRZEZ [.1)) * (CASE MIX BDGT NEUT FACTOR) * (1.620) * (DRUG ADDON).) * CAPD OR CCPD FACTOR] -> ZAPISZ DO WYNIKU [H-PYMT Kwota ROUNDED]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","CAPD-OR-CCPD-FACTOR","CAPD-OR-CCPD-FACTOR","=CAPD-OR-CCPD-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [CAPD OR CCPD FACTOR] DO POLA [HEMO CCPD CAPD]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","H-PYMT-AMT","(H-PYMT-AMT + HEMO-PERI-CCPD-AMT)","=(H-PYMT-AMT + HEMO-PERI-CCPD-AMT)","PRZYPISZ / USTAW WARTOŚĆ [(H-PYMT Kwota + HEMO PERI CCPD Kwota)] DO POLA [PPS FINAL PAY Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","B-COND-CODE","B-COND-CODE","=B-COND-CODE","PRZYPISZ / USTAW WARTOŚĆ [B-COND Kod] DO POLA [PPS COND Kod]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","B-REV-CODE","B-REV-CODE","=B-REV-CODE","PRZYPISZ / USTAW WARTOŚĆ [B-REV Kod] DO POLA [PPS REV Kod]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","P-GEO-MSA","P-GEO-MSA","=P-GEO-MSA","PRZYPISZ / USTAW WARTOŚĆ [P-GEO MSA] DO POLA [PPS MSA]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","P-GEO-CBSA","P-GEO-CBSA","=P-GEO-CBSA","PRZYPISZ / USTAW WARTOŚĆ [P-GEO CBSA] DO POLA [PPS CBSA]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-AGE-FACTOR` <- `1.620`","H-AGE-FACTOR","(1.620)","=(1.620)","PRZYPISZ / USTAW WARTOŚĆ [(1.620)] DO POLA [PPS AGE FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-BSA-FACTOR` <- `1.000`","H-BSA-FACTOR","(1.037 ** ((((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))) - 1.84) / .1))","=(1.037 ^ ((((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))) - 1.84) / .1))","PRZYPISZ / USTAW WARTOŚĆ [(1.037 ** ((((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))) - 1.84) / .1))] DO POLA [PPS BSA FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-BMI-FACTOR` <- `1.112`","H-BMI-FACTOR","(1.112)","=(1.112)","PRZYPISZ / USTAW WARTOŚĆ [(1.112)] DO POLA [PPS BMI FACTOR]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-DRUG-ADDON` <- `DRUG-ADDON`","H-DRUG-ADDON","(DRUG-ADDON)","=(DRUG-ADDON)","PRZYPISZ / USTAW WARTOŚĆ [(DRUG ADDON)] DO POLA [DRUG ADD ON RETURN]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE1-RECORD","W-NEW-RATE1-RECORD","=W-NEW-RATE1-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE1 RECORD] DO POLA [PPS WAGE ADJ Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE1-RECORD","W-NEW-RATE1-RECORD","=W-NEW-RATE1-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE1 RECORD] DO POLA [MSA WAGE Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE1-RECORD","W-NEW-RATE1-RECORD","=W-NEW-RATE1-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE1 RECORD] DO POLA [MSA WAGE ADJ]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE2-RECORD","W-NEW-RATE2-RECORD","=W-NEW-RATE2-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE2 RECORD] DO POLA [PPS WAGE ADJ Stawka]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE2-RECORD","W-NEW-RATE2-RECORD","=W-NEW-RATE2-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE2 RECORD] DO POLA [MSA WAGE Kwota]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","W-NEW-RATE2-RECORD","W-NEW-RATE2-RECORD","=W-NEW-RATE2-RECORD","PRZYPISZ / USTAW WARTOŚĆ [W-NEW RATE2 RECORD] DO POLA [MSA WAGE ADJ]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","CBSA-BLEND-PCT","CBSA-BLEND-PCT","=CBSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [CBSA BLEND PCT] DO POLA [CBSA PCT]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","MSA-BLEND-PCT","MSA-BLEND-PCT","=MSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [MSA BLEND PCT] DO POLA [MSA PCT]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","`H-PATIENT-AGE` <- `(B-THRU-CCYY [in BILLCPY], B-DOB-CCYY [in BILLCPY])`","H-PATIENT-AGE","(H-PATIENT-AGE - 1)","=(H-PATIENT-AGE - 1)","PRZYPISZ / USTAW WARTOŚĆ [(H-PATIENT AGE - 1)] DO POLA [AGE RETURN]"
"Process ESCAL056","Financial & Loan Calculation Engine","ESCAL056","","NAT-LABOR-PCT","NAT-LABOR-PCT","=NAT-LABOR-PCT","PRZYPISZ / USTAW WARTOŚĆ [NAT LABOR PCT] DO POLA [LABOR PCT]"
